delivery_id,order_id,expected_date,delivery_date,delivery_status,delay_days
D082508,O098125,2023-04-22,2023-04-22,On-Time,0
D082509,O098126,2023-01-11,2023-01-11,On-Time,0
D082510,O098127,2023-07-12,2023-07-12,On-Time,0
D082511,O098128,2023-11-02,2023-11-02,On-Time,0
D082512,O098129,2023-06-23,2023-06-23,On-Time,0
D082513,O098130,2023-12-04,2023-12-04,On-Time,0
D082514,O098131,2023-08-11,2023-08-11,On-Time,0
D082515,O098132,2023-11-26,2023-11-26,On-Time,0
D082516,O098133,2023-05-31,2023-05-31,On-Time,0
D082517,O098134,2023-12-13,2023-12-13,On-Time,0
D082518,O098135,2023-11-09,2023-11-09,On-Time,0
D082519,O098137,2023-02-13,2023-02-13,On-Time,0
D082520,O098138,2023-03-09,2023-03-12,Delayed,3
D082521,O098139,2023-04-26,2023-04-26,On-Time,0
D082522,O098140,2023-07-08,2023-07-08,On-Time,0
D082523,O098141,2023-12-24,2023-12-24,On-Time,0
D082524,O098142,2023-07-22,2023-07-22,On-Time,0
D082525,O098144,2023-08-08,2023-08-08,On-Time,0
D082526,O098145,2023-10-06,2023-10-06,On-Time,0
D082527,O098146,2023-09-29,2023-10-03,Delayed,4
D082528,O098147,2023-08-25,2023-08-25,On-Time,0
D082529,O098148,2023-06-03,2023-06-03,On-Time,0
D082530,O098149,2023-03-13,2023-03-13,On-Time,0
D082531,O098150,2023-03-15,2023-03-15,On-Time,0
D082532,O098151,2023-02-04,2023-02-04,On-Time,0
D082533,O098152,2023-10-07,2023-10-07,On-Time,0
D082534,O098153,2023-03-21,2023-03-23,Delayed,2
D082535,O098154,2023-04-17,2023-04-17,On-Time,0
D082536,O098155,2023-11-10,2023-11-11,Delayed,1
D082537,O098156,2023-10-03,2023-10-03,On-Time,0
D082538,O098157,2023-04-08,2023-04-08,On-Time,0
D082539,O098158,2023-02-04,2023-02-05,Delayed,1
D082540,O098159,2023-01-22,2023-01-22,On-Time,0
D082541,O098160,2023-10-23,2023-10-23,On-Time,0
D082542,O098161,2023-01-04,2023-01-04,On-Time,0
D082543,O098164,2023-08-23,2023-08-24,Delayed,1
D082544,O098167,2023-02-11,2023-02-11,On-Time,0
D082545,O098168,2023-01-05,2023-01-05,On-Time,0
D082546,O098169,2023-09-10,2023-09-11,Delayed,1
D082547,O098170,2023-07-10,2023-07-10,On-Time,0
D082548,O098171,2023-12-27,2023-12-27,On-Time,0
D082549,O098172,2023-01-04,2023-01-07,Delayed,3
D082550,O098173,2023-01-14,2023-01-14,On-Time,0
D082551,O098174,2023-06-16,2023-06-16,On-Time,0
D082552,O098176,2023-05-03,2023-05-06,Delayed,3
D082553,O098177,2023-08-22,2023-08-22,On-Time,0
D082554,O098178,2023-08-07,2023-08-07,On-Time,0
D082555,O098179,2023-08-27,2023-08-27,On-Time,0
D082556,O098182,2023-10-30,2023-10-30,On-Time,0
D082557,O098183,2023-12-05,2023-12-05,On-Time,0
D082558,O098184,2023-11-16,2023-11-16,On-Time,0
D082559,O098185,2023-12-16,2023-12-16,On-Time,0
D082560,O098186,2023-06-29,2023-06-29,On-Time,0
D082561,O098187,2023-07-13,2023-07-13,On-Time,0
D082562,O098188,2023-12-17,2023-12-17,On-Time,0
D082563,O098189,2023-09-10,2023-09-10,On-Time,0
D082564,O098190,2023-10-12,2023-10-12,On-Time,0
D082565,O098191,2023-02-27,2023-02-27,On-Time,0
D082566,O098193,2023-04-15,2023-04-15,On-Time,0
D082567,O098194,2023-07-21,2023-07-21,On-Time,0
D082568,O098195,2023-08-25,2023-08-25,On-Time,0
D082569,O098197,2023-02-01,2023-02-01,On-Time,0
D082570,O098198,2023-09-08,2023-09-08,On-Time,0
D082571,O098200,2023-11-28,2023-11-28,On-Time,0
D082572,O098201,2023-12-01,2023-12-01,On-Time,0
D082573,O098203,2023-10-28,2023-10-28,On-Time,0
D082574,O098204,2023-11-11,2023-11-13,Delayed,2
D082575,O098205,2023-01-09,2023-01-09,On-Time,0
D082576,O098206,2023-03-03,2023-03-03,On-Time,0
D082577,O098207,2023-03-05,2023-03-05,On-Time,0
D082578,O098208,2023-03-06,2023-03-06,On-Time,0
D082579,O098210,2023-04-17,2023-04-17,On-Time,0
D082580,O098212,2023-08-20,2023-08-20,On-Time,0
D082581,O098213,2023-11-28,2023-11-28,On-Time,0
D082582,O098214,2023-06-11,2023-06-11,On-Time,0
D082583,O098216,2023-01-14,2023-01-14,On-Time,0
D082584,O098217,2023-11-02,2023-11-02,On-Time,0
D082585,O098218,2023-03-16,2023-03-16,On-Time,0
D082586,O098219,2023-06-10,2023-06-10,On-Time,0
D082587,O098220,2023-12-18,2023-12-18,On-Time,0
D082588,O098221,2023-02-20,2023-02-20,On-Time,0
D082589,O098222,2023-01-13,2023-01-13,On-Time,0
D082590,O098223,2023-07-04,2023-07-04,On-Time,0
D082591,O098224,2023-03-23,2023-03-23,On-Time,0
D082592,O098225,2023-05-09,2023-05-09,On-Time,0
D082593,O098226,2023-11-27,2023-11-27,On-Time,0
D082594,O098228,2023-05-07,2023-05-07,On-Time,0
D082595,O098229,2023-10-07,2023-10-07,On-Time,0
D082596,O098230,2023-04-11,2023-04-11,On-Time,0
D082597,O098231,2023-04-23,2023-04-23,On-Time,0
D082598,O098232,2023-01-19,2023-01-20,Delayed,1
D082599,O098233,2023-08-26,2023-08-26,On-Time,0
D082600,O098234,2023-05-02,2023-05-02,On-Time,0
D082601,O098235,2023-11-08,2023-11-08,On-Time,0
D082602,O098236,2023-03-09,2023-03-09,On-Time,0
D082603,O098238,2023-07-08,2023-07-08,On-Time,0
D082604,O098239,2023-07-20,2023-07-20,On-Time,0
D082605,O098240,2023-11-15,2023-11-15,On-Time,0
D082606,O098241,2023-01-17,2023-01-17,On-Time,0
D082607,O098243,2023-07-16,2023-07-16,On-Time,0
D082608,O098245,2023-03-11,2023-03-11,On-Time,0
D082609,O098246,2023-08-23,2023-08-23,On-Time,0
D082610,O098247,2023-07-07,2023-07-07,On-Time,0
D082611,O098248,2023-02-13,2023-02-13,On-Time,0
D082612,O098249,2023-12-01,2023-12-01,On-Time,0
D082613,O098250,2023-10-15,2023-10-15,On-Time,0
D082614,O098251,2023-05-24,2023-05-24,On-Time,0
D082615,O098252,2023-12-04,2023-12-04,On-Time,0
D082616,O098253,2023-06-08,2023-06-08,On-Time,0
D082617,O098254,2023-04-14,2023-04-14,On-Time,0
D082618,O098255,2023-01-16,2023-01-16,On-Time,0
D082619,O098256,2023-05-13,2023-05-13,On-Time,0
D082620,O098257,2023-03-25,2023-03-29,Delayed,4
D082621,O098258,2023-11-03,2023-11-04,Delayed,1
D082622,O098259,2023-03-14,2023-03-14,On-Time,0
D082623,O098260,2023-12-02,2023-12-02,On-Time,0
D082624,O098261,2023-04-23,2023-04-23,On-Time,0
D082625,O098262,2023-01-07,2023-01-07,On-Time,0
D082626,O098263,2023-10-18,2023-10-18,On-Time,0
D082627,O098264,2023-10-11,2023-10-11,On-Time,0
D082628,O098266,2023-03-10,2023-03-10,On-Time,0
D082629,O098267,2023-08-21,2023-08-21,On-Time,0
D082630,O098269,2023-06-30,2023-06-30,On-Time,0
D082631,O098270,2023-11-13,2023-11-13,On-Time,0
D082632,O098271,2023-11-15,2023-11-15,On-Time,0
D082633,O098272,2023-01-31,2023-01-31,On-Time,0
D082634,O098273,2023-02-18,2023-02-18,On-Time,0
D082635,O098274,2023-11-15,2023-11-17,Delayed,2
D082636,O098276,2023-10-11,2023-10-11,On-Time,0
D082637,O098277,2023-11-05,2023-11-05,On-Time,0
D082638,O098278,2023-03-20,2023-03-20,On-Time,0
D082639,O098279,2023-05-15,2023-05-15,On-Time,0
D082640,O098280,2023-12-22,2023-12-25,Delayed,3
D082641,O098281,2023-02-25,2023-02-25,On-Time,0
D082642,O098282,2023-09-28,2023-09-28,On-Time,0
D082643,O098284,2023-06-23,2023-06-23,On-Time,0
D082644,O098286,2023-11-21,2023-11-21,On-Time,0
D082645,O098287,2023-07-14,2023-07-14,On-Time,0
D082646,O098288,2023-10-02,2023-10-02,On-Time,0
D082647,O098290,2023-09-11,2023-09-11,On-Time,0
D082648,O098291,2023-07-26,2023-07-26,On-Time,0
D082649,O098292,2023-03-09,2023-03-09,On-Time,0
D082650,O098293,2023-07-29,2023-07-29,On-Time,0
D082651,O098294,2023-01-27,2023-01-27,On-Time,0
D082652,O098295,2023-06-08,2023-06-09,Delayed,1
D082653,O098297,2023-10-21,2023-10-25,Delayed,4
D082654,O098299,2023-07-21,2023-07-21,On-Time,0
D082655,O098300,2023-07-22,2023-07-22,On-Time,0
D082656,O098301,2023-04-06,2023-04-06,On-Time,0
D082657,O098302,2023-10-09,2023-10-13,Delayed,4
D082658,O098303,2023-01-12,2023-01-12,On-Time,0
D082659,O098304,2023-10-01,2023-10-01,On-Time,0
D082660,O098305,2023-04-15,2023-04-19,Delayed,4
D082661,O098306,2023-06-11,2023-06-11,On-Time,0
D082662,O098307,2023-03-08,2023-03-08,On-Time,0
D082663,O098308,2023-07-13,2023-07-13,On-Time,0
D082664,O098309,2023-03-14,2023-03-14,On-Time,0
D082665,O098310,2023-03-13,2023-03-13,On-Time,0
D082666,O098311,2023-12-07,2023-12-07,On-Time,0
D082667,O098312,2023-08-05,2023-08-05,On-Time,0
D082668,O098313,2023-02-08,2023-02-08,On-Time,0
D082669,O098314,2023-10-02,2023-10-02,On-Time,0
D082670,O098315,2023-10-16,2023-10-16,On-Time,0
D082671,O098316,2023-11-22,2023-11-22,On-Time,0
D082672,O098317,2023-05-02,2023-05-02,On-Time,0
D082673,O098318,2023-03-31,2023-03-31,On-Time,0
D082674,O098319,2023-08-29,2023-08-29,On-Time,0
D082675,O098320,2023-09-01,2023-09-01,On-Time,0
D082676,O098321,2023-04-13,2023-04-15,Delayed,2
D082677,O098322,2023-11-25,2023-11-25,On-Time,0
D082678,O098323,2023-02-11,2023-02-11,On-Time,0
D082679,O098325,2023-09-24,2023-09-24,On-Time,0
D082680,O098327,2023-12-22,2023-12-22,On-Time,0
D082681,O098328,2023-09-27,2023-09-27,On-Time,0
D082682,O098329,2023-09-03,2023-09-03,On-Time,0
D082683,O098330,2023-11-22,2023-11-24,Delayed,2
D082684,O098331,2023-07-21,2023-07-21,On-Time,0
D082685,O098332,2023-10-14,2023-10-14,On-Time,0
D082686,O098333,2023-03-16,2023-03-16,On-Time,0
D082687,O098334,2023-07-26,2023-07-26,On-Time,0
D082688,O098335,2023-07-15,2023-07-15,On-Time,0
D082689,O098337,2023-08-18,2023-08-18,On-Time,0
D082690,O098338,2023-05-15,2023-05-15,On-Time,0
D082691,O098339,2023-03-31,2023-03-31,On-Time,0
D082692,O098340,2023-10-28,2023-10-28,On-Time,0
D082693,O098341,2023-12-26,2023-12-26,On-Time,0
D082694,O098342,2023-09-30,2023-09-30,On-Time,0
D082695,O098343,2023-08-26,2023-08-26,On-Time,0
D082696,O098344,2023-08-21,2023-08-21,On-Time,0
D082697,O098345,2023-05-09,2023-05-09,On-Time,0
D082698,O098346,2023-10-28,2023-10-28,On-Time,0
D082699,O098347,2023-12-29,2023-12-29,On-Time,0
D082700,O098348,2023-10-05,2023-10-05,On-Time,0
D082701,O098349,2023-01-11,2023-01-11,On-Time,0
D082702,O098350,2023-06-23,2023-06-23,On-Time,0
D082703,O098351,2023-10-01,2023-10-01,On-Time,0
D082704,O098352,2023-07-13,2023-07-13,On-Time,0
D082705,O098353,2023-12-01,2023-12-01,On-Time,0
D082706,O098354,2023-10-12,2023-10-12,On-Time,0
D082707,O098355,2023-05-06,2023-05-06,On-Time,0
D082708,O098357,2023-05-06,2023-05-06,On-Time,0
D082709,O098358,2023-01-20,2023-01-21,Delayed,1
D082710,O098359,2023-07-26,2023-07-30,Delayed,4
D082711,O098360,2023-08-10,2023-08-10,On-Time,0
D082712,O098361,2023-04-24,2023-04-24,On-Time,0
D082713,O098362,2023-12-05,2023-12-05,On-Time,0
D082714,O098363,2023-06-04,2023-06-04,On-Time,0
D082715,O098364,2023-08-29,2023-08-29,On-Time,0
D082716,O098365,2023-07-25,2023-07-25,On-Time,0
D082717,O098366,2023-04-28,2023-04-28,On-Time,0
D082718,O098368,2023-01-12,2023-01-12,On-Time,0
D082719,O098369,2023-04-28,2023-04-28,On-Time,0
D082720,O098371,2023-07-05,2023-07-05,On-Time,0
D082721,O098372,2023-02-25,2023-02-25,On-Time,0
D082722,O098373,2023-02-01,2023-02-01,On-Time,0
D082723,O098374,2023-01-13,2023-01-13,On-Time,0
D082724,O098375,2023-03-29,2023-03-29,On-Time,0
D082725,O098376,2023-09-17,2023-09-17,On-Time,0
D082726,O098377,2023-02-02,2023-02-06,Delayed,4
D082727,O098378,2023-07-11,2023-07-11,On-Time,0
D082728,O098379,2023-09-01,2023-09-04,Delayed,3
D082729,O098380,2023-03-25,2023-03-25,On-Time,0
D082730,O098381,2023-11-18,2023-11-18,On-Time,0
D082731,O098382,2023-08-30,2023-08-30,On-Time,0
D082732,O098383,2023-04-25,2023-04-25,On-Time,0
D082733,O098384,2023-11-10,2023-11-13,Delayed,3
D082734,O098385,2023-09-03,2023-09-06,Delayed,3
D082735,O098386,2023-10-05,2023-10-05,On-Time,0
D082736,O098387,2023-05-22,2023-05-22,On-Time,0
D082737,O098388,2023-08-29,2023-08-29,On-Time,0
D082738,O098390,2023-06-18,2023-06-18,On-Time,0
D082739,O098391,2023-12-31,2023-12-31,On-Time,0
D082740,O098392,2023-12-26,2023-12-26,On-Time,0
D082741,O098395,2023-04-23,2023-04-23,On-Time,0
D082742,O098396,2023-03-01,2023-03-01,On-Time,0
D082743,O098397,2023-06-01,2023-06-03,Delayed,2
D082744,O098398,2023-07-31,2023-07-31,On-Time,0
D082745,O098399,2023-04-14,2023-04-17,Delayed,3
D082746,O098400,2023-04-11,2023-04-11,On-Time,0
D082747,O098401,2023-03-11,2023-03-11,On-Time,0
D082748,O098403,2023-10-24,2023-10-24,On-Time,0
D082749,O098404,2023-10-08,2023-10-08,On-Time,0
D082750,O098405,2023-03-25,2023-03-25,On-Time,0
D082751,O098406,2023-10-31,2023-10-31,On-Time,0
D082752,O098407,2023-01-25,2023-01-25,On-Time,0
D082753,O098408,2023-11-18,2023-11-20,Delayed,2
D082754,O098409,2023-02-17,2023-02-17,On-Time,0
D082755,O098410,2023-02-12,2023-02-14,Delayed,2
D082756,O098411,2023-01-20,2023-01-20,On-Time,0
D082757,O098412,2023-09-18,2023-09-18,On-Time,0
D082758,O098414,2023-05-03,2023-05-03,On-Time,0
D082759,O098415,2023-07-26,2023-07-26,On-Time,0
D082760,O098416,2023-04-20,2023-04-20,On-Time,0
D082761,O098418,2023-01-03,2023-01-03,On-Time,0
D082762,O098420,2023-05-02,2023-05-02,On-Time,0
D082763,O098421,2023-09-05,2023-09-05,On-Time,0
D082764,O098422,2023-12-28,2023-12-30,Delayed,2
D082765,O098423,2023-08-07,2023-08-09,Delayed,2
D082766,O098424,2023-08-30,2023-08-30,On-Time,0
D082767,O098425,2023-03-19,2023-03-19,On-Time,0
D082768,O098426,2023-08-20,2023-08-23,Delayed,3
D082769,O098427,2023-05-24,2023-05-24,On-Time,0
D082770,O098428,2023-03-12,2023-03-12,On-Time,0
D082771,O098429,2023-02-14,2023-02-14,On-Time,0
D082772,O098430,2023-04-09,2023-04-09,On-Time,0
D082773,O098431,2023-01-19,2023-01-19,On-Time,0
D082774,O098432,2023-11-08,2023-11-08,On-Time,0
D082775,O098433,2023-02-04,2023-02-04,On-Time,0
D082776,O098435,2023-01-11,2023-01-11,On-Time,0
D082777,O098436,2023-02-18,2023-02-18,On-Time,0
D082778,O098437,2023-09-02,2023-09-02,On-Time,0
D082779,O098438,2023-04-15,2023-04-15,On-Time,0
D082780,O098439,2023-02-18,2023-02-18,On-Time,0
D082781,O098440,2023-01-19,2023-01-19,On-Time,0
D082782,O098441,2023-08-18,2023-08-18,On-Time,0
D082783,O098442,2023-10-03,2023-10-03,On-Time,0
D082784,O098443,2023-01-30,2023-01-30,On-Time,0
D082785,O098444,2023-09-23,2023-09-23,On-Time,0
D082786,O098446,2023-03-29,2023-03-29,On-Time,0
D082787,O098447,2023-12-30,2024-01-01,Delayed,2
D082788,O098448,2023-05-02,2023-05-06,Delayed,4
D082789,O098450,2023-04-13,2023-04-13,On-Time,0
D082790,O098452,2023-06-25,2023-06-29,Delayed,4
D082791,O098453,2023-09-26,2023-09-26,On-Time,0
D082792,O098454,2023-10-20,2023-10-21,Delayed,1
D082793,O098455,2023-06-22,2023-06-22,On-Time,0
D082794,O098456,2023-03-02,2023-03-02,On-Time,0
D082795,O098457,2023-04-24,2023-04-26,Delayed,2
D082796,O098458,2023-06-20,2023-06-20,On-Time,0
D082797,O098459,2023-02-25,2023-02-25,On-Time,0
D082798,O098460,2023-02-25,2023-02-25,On-Time,0
D082799,O098461,2023-05-03,2023-05-03,On-Time,0
D082800,O098462,2023-12-25,2023-12-25,On-Time,0
D082801,O098463,2023-12-13,2023-12-13,On-Time,0
D082802,O098464,2023-01-17,2023-01-17,On-Time,0
D082803,O098465,2023-08-23,2023-08-23,On-Time,0
D082804,O098466,2023-05-16,2023-05-17,Delayed,1
D082805,O098467,2023-03-21,2023-03-21,On-Time,0
D082806,O098468,2023-12-21,2023-12-21,On-Time,0
D082807,O098469,2023-08-25,2023-08-25,On-Time,0
D082808,O098470,2023-04-04,2023-04-04,On-Time,0
D082809,O098471,2023-05-30,2023-06-02,Delayed,3
D082810,O098472,2023-10-10,2023-10-10,On-Time,0
D082811,O098475,2023-05-05,2023-05-05,On-Time,0
D082812,O098476,2023-02-15,2023-02-18,Delayed,3
D082813,O098477,2023-04-16,2023-04-16,On-Time,0
D082814,O098478,2023-06-10,2023-06-10,On-Time,0
D082815,O098479,2023-07-02,2023-07-03,Delayed,1
D082816,O098480,2023-02-21,2023-02-22,Delayed,1
D082817,O098481,2023-11-16,2023-11-17,Delayed,1
D082818,O098482,2023-11-25,2023-11-25,On-Time,0
D082819,O098483,2023-01-04,2023-01-04,On-Time,0
D082820,O098486,2023-08-20,2023-08-20,On-Time,0
D082821,O098487,2023-03-28,2023-03-28,On-Time,0
D082822,O098488,2023-05-04,2023-05-04,On-Time,0
D082823,O098489,2023-08-22,2023-08-22,On-Time,0
D082824,O098490,2023-08-25,2023-08-25,On-Time,0
D082825,O098491,2023-10-06,2023-10-06,On-Time,0
D082826,O098493,2023-03-19,2023-03-19,On-Time,0
D082827,O098494,2023-02-14,2023-02-14,On-Time,0
D082828,O098495,2023-07-13,2023-07-13,On-Time,0
D082829,O098496,2023-10-06,2023-10-06,On-Time,0
D082830,O098497,2023-09-20,2023-09-20,On-Time,0
D082831,O098498,2023-11-07,2023-11-07,On-Time,0
D082832,O098500,2023-08-12,2023-08-12,On-Time,0
D082833,O098502,2023-09-21,2023-09-21,On-Time,0
D082834,O098503,2023-09-09,2023-09-09,On-Time,0
D082835,O098504,2023-03-26,2023-03-26,On-Time,0
D082836,O098505,2023-07-15,2023-07-15,On-Time,0
D082837,O098506,2023-01-13,2023-01-13,On-Time,0
D082838,O098507,2023-07-24,2023-07-27,Delayed,3
D082839,O098508,2023-12-06,2023-12-06,On-Time,0
D082840,O098509,2023-12-19,2023-12-19,On-Time,0
D082841,O098510,2023-11-05,2023-11-06,Delayed,1
D082842,O098513,2023-09-10,2023-09-10,On-Time,0
D082843,O098514,2023-12-13,2023-12-13,On-Time,0
D082844,O098515,2023-08-08,2023-08-08,On-Time,0
D082845,O098516,2023-10-18,2023-10-18,On-Time,0
D082846,O098517,2023-09-02,2023-09-02,On-Time,0
D082847,O098518,2023-12-22,2023-12-22,On-Time,0
D082848,O098519,2023-08-13,2023-08-13,On-Time,0
D082849,O098520,2023-02-16,2023-02-16,On-Time,0
D082850,O098521,2023-10-22,2023-10-22,On-Time,0
D082851,O098523,2023-03-12,2023-03-12,On-Time,0
D082852,O098524,2023-10-21,2023-10-21,On-Time,0
D082853,O098526,2023-04-27,2023-04-27,On-Time,0
D082854,O098527,2023-05-12,2023-05-12,On-Time,0
D082855,O098528,2023-09-23,2023-09-23,On-Time,0
D082856,O098529,2023-11-16,2023-11-16,On-Time,0
D082857,O098531,2023-06-22,2023-06-23,Delayed,1
D082858,O098532,2023-02-19,2023-02-19,On-Time,0
D082859,O098533,2023-03-09,2023-03-09,On-Time,0
D082860,O098536,2023-02-25,2023-02-27,Delayed,2
D082861,O098537,2023-05-22,2023-05-22,On-Time,0
D082862,O098538,2023-08-09,2023-08-09,On-Time,0
D082863,O098539,2023-08-04,2023-08-04,On-Time,0
D082864,O098540,2023-07-06,2023-07-06,On-Time,0
D082865,O098541,2023-05-09,2023-05-09,On-Time,0
D082866,O098543,2023-09-09,2023-09-09,On-Time,0
D082867,O098544,2023-01-26,2023-01-26,On-Time,0
D082868,O098545,2023-12-25,2023-12-25,On-Time,0
D082869,O098546,2023-10-23,2023-10-23,On-Time,0
D082870,O098547,2023-09-16,2023-09-16,On-Time,0
D082871,O098550,2023-10-27,2023-10-27,On-Time,0
D082872,O098551,2023-11-05,2023-11-05,On-Time,0
D082873,O098552,2023-12-09,2023-12-09,On-Time,0
D082874,O098553,2023-08-16,2023-08-16,On-Time,0
D082875,O098554,2023-02-08,2023-02-08,On-Time,0
D082876,O098555,2023-04-07,2023-04-07,On-Time,0
D082877,O098556,2023-07-21,2023-07-21,On-Time,0
D082878,O098558,2023-05-19,2023-05-19,On-Time,0
D082879,O098559,2023-03-06,2023-03-08,Delayed,2
D082880,O098561,2023-07-26,2023-07-26,On-Time,0
D082881,O098562,2023-12-17,2023-12-17,On-Time,0
D082882,O098563,2023-06-12,2023-06-12,On-Time,0
D082883,O098564,2023-07-12,2023-07-12,On-Time,0
D082884,O098565,2023-10-20,2023-10-23,Delayed,3
D082885,O098566,2023-02-18,2023-02-18,On-Time,0
D082886,O098567,2023-02-24,2023-02-25,Delayed,1
D082887,O098569,2023-04-27,2023-04-27,On-Time,0
D082888,O098570,2023-03-16,2023-03-16,On-Time,0
D082889,O098571,2023-02-25,2023-02-25,On-Time,0
D082890,O098572,2023-03-01,2023-03-01,On-Time,0
D082891,O098573,2023-02-03,2023-02-03,On-Time,0
D082892,O098574,2023-05-29,2023-05-31,Delayed,2
D082893,O098575,2023-12-06,2023-12-06,On-Time,0
D082894,O098576,2023-05-06,2023-05-06,On-Time,0
D082895,O098579,2023-05-28,2023-05-28,On-Time,0
D082896,O098580,2023-11-16,2023-11-16,On-Time,0
D082897,O098581,2023-02-28,2023-02-28,On-Time,0
D082898,O098582,2023-08-29,2023-08-29,On-Time,0
D082899,O098583,2023-09-02,2023-09-02,On-Time,0
D082900,O098584,2023-11-30,2023-12-02,Delayed,2
D082901,O098585,2023-09-04,2023-09-04,On-Time,0
D082902,O098586,2023-04-29,2023-04-29,On-Time,0
D082903,O098587,2023-02-18,2023-02-18,On-Time,0
D082904,O098588,2023-04-06,2023-04-06,On-Time,0
D082905,O098589,2023-01-18,2023-01-18,On-Time,0
D082906,O098590,2023-09-08,2023-09-08,On-Time,0
D082907,O098591,2023-09-13,2023-09-13,On-Time,0
D082908,O098593,2023-08-14,2023-08-17,Delayed,3
D082909,O098595,2023-03-10,2023-03-14,Delayed,4
D082910,O098596,2023-08-20,2023-08-20,On-Time,0
D082911,O098597,2023-07-01,2023-07-01,On-Time,0
D082912,O098598,2023-09-22,2023-09-22,On-Time,0
D082913,O098599,2023-12-31,2023-12-31,On-Time,0
D082914,O098600,2023-08-23,2023-08-23,On-Time,0
D082915,O098602,2023-01-16,2023-01-16,On-Time,0
D082916,O098603,2023-11-05,2023-11-05,On-Time,0
D082917,O098604,2023-09-19,2023-09-19,On-Time,0
D082918,O098605,2023-03-20,2023-03-20,On-Time,0
D082919,O098606,2023-05-28,2023-05-28,On-Time,0
D082920,O098607,2023-01-29,2023-01-29,On-Time,0
D082921,O098608,2023-07-15,2023-07-15,On-Time,0
D082922,O098609,2023-05-10,2023-05-10,On-Time,0
D082923,O098610,2023-03-01,2023-03-01,On-Time,0
D082924,O098611,2023-01-06,2023-01-06,On-Time,0
D082925,O098612,2023-04-26,2023-04-26,On-Time,0
D082926,O098613,2023-10-09,2023-10-09,On-Time,0
D082927,O098614,2023-08-18,2023-08-18,On-Time,0
D082928,O098615,2023-10-20,2023-10-20,On-Time,0
D082929,O098617,2023-07-13,2023-07-13,On-Time,0
D082930,O098618,2023-08-27,2023-08-27,On-Time,0
D082931,O098619,2023-03-13,2023-03-13,On-Time,0
D082932,O098620,2023-02-10,2023-02-10,On-Time,0
D082933,O098623,2023-01-10,2023-01-10,On-Time,0
D082934,O098624,2023-03-24,2023-03-24,On-Time,0
D082935,O098626,2023-07-02,2023-07-02,On-Time,0
D082936,O098627,2023-10-12,2023-10-16,Delayed,4
D082937,O098628,2023-02-26,2023-02-28,Delayed,2
D082938,O098629,2023-01-07,2023-01-07,On-Time,0
D082939,O098630,2023-02-06,2023-02-06,On-Time,0
D082940,O098632,2023-03-05,2023-03-05,On-Time,0
D082941,O098633,2023-07-11,2023-07-11,On-Time,0
D082942,O098634,2023-03-01,2023-03-01,On-Time,0
D082943,O098635,2023-06-14,2023-06-14,On-Time,0
D082944,O098636,2023-05-24,2023-05-24,On-Time,0
D082945,O098637,2023-01-10,2023-01-10,On-Time,0
D082946,O098638,2023-06-21,2023-06-21,On-Time,0
D082947,O098639,2023-09-08,2023-09-08,On-Time,0
D082948,O098640,2023-02-18,2023-02-21,Delayed,3
D082949,O098641,2023-05-23,2023-05-23,On-Time,0
D082950,O098642,2023-10-29,2023-10-29,On-Time,0
D082951,O098643,2023-03-09,2023-03-09,On-Time,0
D082952,O098644,2023-05-31,2023-06-02,Delayed,2
D082953,O098646,2023-11-01,2023-11-01,On-Time,0
D082954,O098650,2023-11-15,2023-11-15,On-Time,0
D082955,O098651,2023-09-12,2023-09-12,On-Time,0
D082956,O098652,2023-12-10,2023-12-13,Delayed,3
D082957,O098653,2023-11-02,2023-11-02,On-Time,0
D082958,O098655,2023-10-19,2023-10-19,On-Time,0
D082959,O098656,2023-11-14,2023-11-14,On-Time,0
D082960,O098659,2023-09-01,2023-09-01,On-Time,0
D082961,O098662,2023-08-19,2023-08-23,Delayed,4
D082962,O098663,2023-05-02,2023-05-04,Delayed,2
D082963,O098664,2023-07-22,2023-07-22,On-Time,0
D082964,O098665,2023-09-01,2023-09-01,On-Time,0
D082965,O098666,2023-10-22,2023-10-22,On-Time,0
D082966,O098667,2023-11-30,2023-11-30,On-Time,0
D082967,O098668,2023-11-14,2023-11-14,On-Time,0
D082968,O098669,2023-10-22,2023-10-22,On-Time,0
D082969,O098670,2023-10-11,2023-10-11,On-Time,0
D082970,O098671,2023-05-29,2023-05-30,Delayed,1
D082971,O098672,2023-06-04,2023-06-04,On-Time,0
D082972,O098673,2023-10-01,2023-10-02,Delayed,1
D082973,O098674,2023-04-13,2023-04-13,On-Time,0
D082974,O098675,2023-08-14,2023-08-14,On-Time,0
D082975,O098678,2023-08-12,2023-08-12,On-Time,0
D082976,O098679,2023-02-16,2023-02-16,On-Time,0
D082977,O098680,2023-12-27,2023-12-27,On-Time,0
D082978,O098681,2023-08-16,2023-08-16,On-Time,0
D082979,O098682,2023-04-19,2023-04-19,On-Time,0
D082980,O098683,2023-08-02,2023-08-02,On-Time,0
D082981,O098684,2023-07-06,2023-07-06,On-Time,0
D082982,O098685,2023-03-01,2023-03-01,On-Time,0
D082983,O098686,2023-03-23,2023-03-23,On-Time,0
D082984,O098688,2023-11-07,2023-11-09,Delayed,2
D082985,O098689,2023-06-22,2023-06-22,On-Time,0
D082986,O098690,2023-07-05,2023-07-05,On-Time,0
D082987,O098691,2023-07-18,2023-07-18,On-Time,0
D082988,O098692,2023-10-08,2023-10-08,On-Time,0
